Country Name,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Estonia,1396985.0,1388115.0,1379350.0,1370720.0,1362550.0,1354775.0,1346810.0,1340680.0,1337090.0,1334515.0,1331475.0,1327439.0,1322696.0,1317997.0,1314545.0,1311998.0
Ethiopia,66443603.0,68393128.0,70391170.0,72432290.0,74506974.0,76608431.0,78735675.0,80891968.0,83079608.0,85302099.0,87561814.0,89858696.0,92191211.0,94558374.0,96958732.0,99390750.0
Faroe Islands,46491.0,47012.0,47452.0,47812.0,48103.0,48337.0,48505.0,48599.0,48629.0,48613.0,48567.0,48492.0,48393.0,48292.0,48221.0,48199.0
Fiji,811223.0,814215.0,815691.0,816626.0,818355.0,821820.0,827390.0,834729.0,843206.0,851854.0,859952.0,867327.0,874158.0,880487.0,886450.0,892145.0
Finland,5176209.0,5188008.0,5200598.0,5213014.0,5228172.0,5246096.0,5266268.0,5288720.0,5313399.0,5338871.0,5363352.0,5388272.0,5413971.0,5438972.0,5461512.0,5482013.0
France,60912498.0,61357431.0,61805267.0,62244884.0,62704897.0,63179356.0,63621376.0,64016229.0,64374990.0,64707044.0,65027512.0,65342776.0,65659790.0,65972097.0,66495940.0,66808385.0
French Polynesia,237267.0,241276.0,245032.0,248536.0,251811.0,254884.0,257731.0,260361.0,262877.0,265412.0,268065.0,270862.0,273775.0,276766.0,279781.0,282764.0
Gabon,1231548.0,1260435.0,1289192.0,1318093.0,1347524.0,1377777.0,1408920.0,1440902.0,1473741.0,1507428.0,1541936.0,1577298.0,1613489.0,1650351.0,1687673.0,1725292.0
"Gambia, The",1228863.0,1267103.0,1307674.0,1350345.0,1394727.0,1440542.0,1487731.0,1536424.0,1586749.0,1638899.0,1693002.0,1749099.0,1807108.0,1866878.0,1928201.0,1990924.0
Georgia,4418300.0,4386400.0,4357000.0,4301000.0,4245000.0,4190000.0,4136000.0,4082000.0,4030000.0,3978000.0,3926000.0,3875000.0,3825000.0,3776000.0,3727000.0,3679000.0
Germany,82211508.0,82349925.0,82488495.0,82534176.0,82516260.0,82469422.0,82376451.0,82266372.0,82110097.0,81902307.0,81776930.0,81797673.0,80425823.0,82132753.0,80982500.0,81413145.0
Ghana,18824994.0,19293804.0,19788181.0,20305396.0,20840493.0,21389514.0,21951891.0,22528041.0,23115919.0,23713164.0,24317734.0,24928503.0,25544565.0,26164432.0,26786598.0,27409893.0
Greece,10805808.0,10862132.0,10902022.0,10928070.0,10955141.0,10987314.0,11020362.0,11048473.0,11077841.0,11107017.0,11121341.0,11104899.0,11045011.0,10965211.0,10892413.0,10823732.0
Greenland,56200.0,56350.0,56609.0,56765.0,56911.0,56935.0,56774.0,56555.0,56328.0,56323.0,56905.0,56890.0,56810.0,56483.0,56295.0,56114.0
Grenada,101620.0,101849.0,102100.0,102371.0,102657.0,102951.0,103259.0,103587.0,103934.0,104298.0,104677.0,105070.0,105476.0,105902.0,106349.0,106825.0
Guam,155328.0,156417.0,157241.0,157823.0,158194.0,158401.0,158429.0,158332.0,158310.0,158621.0,159440.0,160858.0,162807.0,165121.0,167543.0,169885.0
Guatemala,11688660.0,11976725.0,12272208.0,12573346.0,12877711.0,13183505.0,13490041.0,13797629.0,14106687.0,14418033.0,14732261.0,15049280.0,15368759.0,15690793.0,16015494.0,16342897.0
Guinea,8799165.0,8955756.0,9114287.0,9281572.0,9464771.0,9669023.0,9898301.0,10152521.0,10427356.0,10715770.0,11012406.0,11316351.0,11628767.0,11948726.0,12275527.0,12608590.0
Guinea-Bissau,1315455.0,1343646.0,1372367.0,1401716.0,1431816.0,1462784.0,1494603.0,1527342.0,1561293.0,1596832.0,1634196.0,1673509.0,1714620.0,1757138.0,1800513.0,1844325.0
Guyana,742218.0,743163.0,743107.0,742537.0,742162.0,742495.0,743705.0,745638.0,748096.0,750749.0,753362.0,755883.0,758410.0,761033.0,763893.0,767085.0
Haiti,8549202.0,8692564.0,8834739.0,8976555.0,9119182.0,9263409.0,9409479.0,9556958.0,9705130.0,9852953.0,9999617.0,10144890.0,10288828.0,10431249.0,10572029.0,10711067.0
Honduras,6243080.0,6371304.0,6499001.0,6626304.0,6753352.0,6880181.0,7007029.0,7133737.0,7259470.0,7383098.0,7503875.0,7621414.0,7736131.0,7849059.0,7961680.0,8075060.0
"Hong Kong SAR, China",6665000.0,6714300.0,6744100.0,6730800.0,6783500.0,6813200.0,6857100.0,6916300.0,6957800.0,6972800.0,7024200.0,7071600.0,7154600.0,7187500.0,7241700.0,7305700.0
Hungary,10210971.0,10187576.0,10158608.0,10129552.0,10107146.0,10087065.0,10071370.0,10055780.0,10038188.0,10022650.0,10000023.0,9971727.0,9920362.0,9893082.0,9866468.0,9844686.0
Iceland,281205.0,284968.0,287523.0,289521.0,292074.0,296734.0,303782.0,311566.0,317414.0,318499.0,318041.0,319014.0,320716.0,323764.0,327386.0,330823.0
India,1053481072.0,1071888190.0,1090189358.0,1108369577.0,1126419321.0,1144326293.0,1162088305.0,1179685631.0,1197070109.0,1214182182.0,1230984504.0,1247446011.0,1263589639.0,1279498874.0,1295291543.0,1311050527.0
Indonesia,211540428.0,214448301.0,217369087.0,220307809.0,223268606.0,226254703.0,229263980.0,232296830.0,235360765.0,238465165.0,241613126.0,244808254.0,248037853.0,251268276.0,254454778.0,257563815.0
"Iran, Islamic Rep.",65850062.0,66812736.0,67696677.0,68522074.0,69321953.0,70122115.0,70923164.0,71720859.0,72530693.0,73370982.0,74253373.0,75184322.0,76156975.0,77152445.0,78143644.0,79109272.0
Iraq,23574751.0,24258794.0,24943793.0,25630426.0,26320530.0,27017712.0,27716983.0,28423538.0,29163327.0,29970634.0,30868156.0,31867758.0,32957622.0,34107366.0,35273293.0,36423395.0
Ireland,3805174.0,3866243.0,3931947.0,3996521.0,4070262.0,4159914.0,4273591.0,4398942.0,4489544.0,4535375.0,4560155.0,4576794.0,4586897.0,4598294.0,4617225.0,4640703.0
Isle of Man,76806.0,77608.0,78318.0,78975.0,79636.0,80345.0,81110.0,81914.0,82737.0,83548.0,84327.0,85069.0,85779.0,86462.0,87127.0,87780.0
Israel,6289000.0,6439000.0,6570000.0,6689700.0,6809000.0,6930100.0,7053700.0,7180100.0,7308800.0,7485600.0,7623600.0,7765800.0,7910500.0,8059500.0,8215700.0,8380400.0
Italy,56942108.0,56974100.0,57059007.0,57313203.0,57685327.0,57969484.0,58143979.0,58438310.0,58826731.0,59095365.0,59277417.0,59379449.0,59539717.0,60233948.0,60789140.0,60802085.0
Jamaica,2589389.0,2605556.0,2615253.0,2624695.0,2634145.0,2643601.0,2653042.0,2662481.0,2671934.0,2681386.0,2690824.0,2699838.0,2707805.0,2714669.0,2720554.0,2725941.0
Japan,126843000.0,127149000.0,127445000.0,127718000.0,127761000.0,127773000.0,127854000.0,128001000.0,128063000.0,128047000.0,128070000.0,127817277.0,127561489.0,127338621.0,127131800.0,126958472.0
Jordan,4767476.0,4850227.0,4938935.0,5042538.0,5171633.0,5332982.0,5530218.0,5759424.0,6010035.0,6266865.0,6517912.0,6760371.0,6994451.0,7214832.0,7416083.0,7594547.0
Kazakhstan,14883626.0,14858335.0,14858948.0,14909018.0,15012985.0,15147029.0,15308084.0,15484192.0,15674000.0,16092701.0,16321581.0,16556600.0,16791425.0,17035275.0,17289224.0,17544126.0
Kenya,31065820.0,31863280.0,32691980.0,33551079.0,34437460.0,35349040.0,36286015.0,37250540.0,38244442.0,39269988.0,40328313.0,41419954.0,42542978.0,43692881.0,44863583.0,46050302.0
Kiribati,84406.0,85858.0,87343.0,88892.0,90545.0,92329.0,94257.0,96310.0,98437.0,100566.0,102648.0,104662.0,106620.0,108544.0,110470.0,112423.0
"Korea, Dem. People’s Rep.",22840218.0,23043441.0,23248053.0,23449173.0,23639296.0,23813324.0,23969897.0,24111945.0,24243829.0,24371806.0,24500506.0,24631359.0,24763353.0,24895705.0,25026772.0,25155317.0
"Korea, Rep.",47008111.0,47357362.0,47622179.0,47859311.0,48039415.0,48138077.0,48371946.0,48597652.0,48948698.0,49182038.0,49410366.0,49779440.0,50004441.0,50219669.0,50423955.0,50617045.0
Kosovo,1700000.0,1701154.0,1702310.0,1703466.0,1704622.0,1705780.0,1719536.0,1733404.0,1747383.0,1761474.0,1775680.0,1790957.0,1805200.0,1818117.0,1812771.0,1797151.0
Kuwait,1929470.0,1990022.0,2042215.0,2095993.0,2166344.0,2263604.0,2389498.0,2538591.0,2705290.0,2881243.0,3059473.0,3239181.0,3419581.0,3593689.0,3753121.0,3892115.0
Kyrgyz Republic,4898400.0,4945100.0,4990700.0,5043300.0,5104700.0,5162600.0,5218400.0,5268400.0,5318700.0,5383300.0,5447900.0,5514600.0,5607200.0,5719600.0,5835500.0,5957000.0
Lao PDR,5342879.0,5424701.0,5502340.0,5579003.0,5658894.0,5745012.0,5838837.0,5939634.0,6045439.0,6153153.0,6260544.0,6366909.0,6473050.0,6579985.0,6689300.0,6802023.0
Latvia,2367550.0,2337170.0,2310173.0,2287955.0,2263122.0,2238799.0,2218357.0,2200325.0,2177322.0,2141669.0,2097555.0,2059709.0,2034319.0,2012647.0,1993782.0,1978440.0
Lebanon,3235380.0,3359875.0,3522842.0,3701464.0,3863271.0,3986865.0,4057041.0,4085426.0,4109389.0,4181742.0,4337156.0,4591698.0,4924257.0,5286990.0,5612096.0,5850743.0
Lesotho,1856225.0,1871489.0,1885488.0,1898778.0,1912042.0,1925844.0,1940345.0,1955656.0,1972194.0,1990413.0,2010586.0,2032950.0,2057331.0,2083061.0,2109197.0,2135022.0
Liberia,2891968.0,2998770.0,3070673.0,3124222.0,3184643.0,3269786.0,3384804.0,3522337.0,3672782.0,3821498.0,3957990.0,4079574.0,4190155.0,4293692.0,4396554.0,4503438.0
Libya,5337264.0,5428303.0,5518341.0,5609166.0,5703224.0,5801543.0,5907149.0,6017794.0,6123022.0,6208680.0,6265697.0,6288652.0,6283403.0,6265987.0,6258984.0,6278438.0
Liechtenstein,33282.0,33663.0,33995.0,34290.0,34569.0,34852.0,35141.0,35431.0,35721.0,36004.0,36276.0,36537.0,36791.0,37040.0,37286.0,37531.0
Lithuania,3499536.0,3470818.0,3443067.0,3415213.0,3377075.0,3322528.0,3269909.0,3231294.0,3198231.0,3162916.0,3097282.0,3028115.0,2987773.0,2957689.0,2932367.0,2910199.0
Luxembourg,436300.0,441525.0,446175.0,451630.0,458095.0,465158.0,472637.0,479993.0,488650.0,497783.0,506953.0,518347.0,530946.0,543360.0,556319.0,569676.0
"Macao SAR, China",431907.0,438088.0,444178.0,450754.0,458579.0,468149.0,479728.0,493022.0,507274.0,521405.0,534626.0,546682.0,557763.0,568056.0,577914.0,587606.0
"Macedonia, FYR",2012051.0,2021585.0,2028706.0,2033974.0,2038444.0,2042894.0,2047330.0,2051427.0,2055266.0,2058920.0,2062443.0,2065888.0,2069270.0,2072543.0,2075625.0,2078453.0
Madagascar,15744811.0,16235767.0,16736029.0,17245275.0,17763367.0,18290394.0,18826129.0,19371031.0,19926798.0,20495706.0,21079532.0,21678867.0,22293720.0,22924557.0,23571713.0,24235390.0
Malawi,11193230.0,11491824.0,11788731.0,12090476.0,12407618.0,12747846.0,13112383.0,13498377.0,13904671.0,14329056.0,14769824.0,15226813.0,15700436.0,16190126.0,16695253.0,17215232.0
Malaysia,23420751.0,23920963.0,24401977.0,24869423.0,25332026.0,25796124.0,26263048.0,26730607.0,27197419.0,27661017.0,28119500.0,28572970.0,29021940.0,29465372.0,29901997.0,30331007.0
Maldives,286000.0,292000.0,297000.0,304000.0,312000.0,321000.0,333000.0,349000.0,362000.0,360000.0,367000.0,377000.0,385000.0,393000.0,401000.0,409163.0
Mali,11046926.0,11376094.0,11723017.0,12088867.0,12474857.0,12881384.0,13309942.0,13759226.0,14223403.0,14694565.0,15167286.0,15639115.0,16112333.0,16592097.0,17086022.0,17599694.0
Malta,381363.0,393028.0,395969.0,398582.0,401268.0,403834.0,405308.0,406724.0,409379.0,412477.0,414508.0,416268.0,419455.0,423374.0,427364.0,431333.0
Marshall Islands,52161.0,52184.0,52161.0,52115.0,52074.0,52058.0,52080.0,52136.0,52221.0,52321.0,52428.0,52541.0,52663.0,52786.0,52898.0,52993.0
Mauritania,2711421.0,2796502.0,2884672.0,2974686.0,3064882.0,3154087.0,3241762.0,3328285.0,3414552.0,3501927.0,3591400.0,3683221.0,3777067.0,3872684.0,3969625.0,4067564.0
Mauritius,1186873.0,1196287.0,1204621.0,1213370.0,1221003.0,1228254.0,1233996.0,1239630.0,1244121.0,1247429.0,1250400.0,1252404.0,1255882.0,1258653.0,1260934.0,1262605.0
Mexico,102808590.0,104239563.0,105578297.0,106888418.0,108257822.0,109747906.0,111382857.0,113139374.0,114972821.0,116815612.0,118617542.0,120365271.0,122070963.0,123740109.0,125385833.0,127017224.0
"Micronesia, Fed. Sts.",107430.0,107170.0,106983.0,106816.0,106575.0,106198.0,105680.0,105080.0,104472.0,103961.0,103619.0,103476.0,103516.0,103718.0,104044.0,104460.0
Moldova,3639592.0,3631462.0,3623062.0,3612874.0,3603945.0,3595187.0,3585209.0,3576910.0,3570108.0,3565604.0,3562045.0,3559986.0,3559519.0,3558566.0,3556397.0,3554150.0
Monaco,32081.0,32364.0,32648.0,32960.0,33339.0,33808.0,34384.0,35046.0,35731.0,36351.0,36845.0,37189.0,37404.0,37528.0,37623.0,37731.0
Mongolia,2397438.0,2419729.0,2443503.0,2469045.0,2496621.0,2526447.0,2558484.0,2592776.0,2629666.0,2669572.0,2712657.0,2759074.0,2808339.0,2859174.0,2909871.0,2959134.0
Montenegro,604950.0,607389.0,609828.0,612267.0,613353.0,614261.0,615025.0,615875.0,616969.0,618294.0,619428.0,620079.0,620601.0,621207.0,621810.0,622388.0
Morocco,28950553.0,29250983.0,29535591.0,29812685.0,30093109.0,30385479.0,30691434.0,31011322.0,31350544.0,31714958.0,32107739.0,32531964.0,32984190.0,33452686.0,33921203.0,34377511.0
Mozambique,18264536.0,18792357.0,19348715.0,19928496.0,20523159.0,21126676.0,21737860.0,22359637.0,22994867.0,23647815.0,24321457.0,25016921.0,25732928.0,26467180.0,27216276.0,27977863.0
Myanmar,47669791.0,48195684.0,48689952.0,49151958.0,49582751.0,49984704.0,50355559.0,50698814.0,51030006.0,51369725.0,51733013.0,52125411.0,52543841.0,52983829.0,53437159.0,53897154.0
Namibia,1897953.0,1931005.0,1957749.0,1980531.0,2002745.0,2027026.0,2053915.0,2083174.0,2115703.0,2152357.0,2193643.0,2240161.0,2291645.0,2346592.0,2402858.0,2458830.0
Nepal,23740145.0,24140941.0,24516969.0,24868900.0,25198130.0,25506847.0,25794344.0,26063619.0,26325183.0,26592666.0,26875910.0,27179237.0,27500515.0,27834981.0,28174724.0,28513700.0
Netherlands,15925513.0,16046180.0,16148929.0,16225302.0,16281779.0,16319868.0,16346101.0,16381696.0,16445593.0,16530388.0,16615394.0,16693074.0,16754962.0,16804432.0,16865008.0,16936520.0
New Caledonia,213230.0,217324.0,221490.0,225000.0,228000.0,231000.0,235000.0,238000.0,242000.0,245000.0,250000.0,254000.0,259000.0,263000.0,268000.0,273000.0
New Zealand,3857700.0,3880500.0,3948500.0,4027200.0,4087500.0,4133900.0,4184600.0,4223800.0,4259800.0,4302600.0,4350700.0,4384000.0,4408100.0,4442100.0,4509700.0,4595700.0
Nicaragua,5026792.0,5100750.0,5171736.0,5240876.0,5309703.0,5379327.0,5450217.0,5522119.0,5594524.0,5666595.0,5737722.0,5807787.0,5877034.0,5945646.0,6013913.0,6082032.0
Niger,11224523.0,11642308.0,12075991.0,12526725.0,12996012.0,13485436.0,13995530.0,14527631.0,15085130.0,15672194.0,16291990.0,16946485.0,17635782.0,18358863.0,19113728.0,19899120.0
Nigeria,122876723.0,126014935.0,129246283.0,132581484.0,136033321.0,139611303.0,143318011.0,147152502.0,151115683.0,155207145.0,159424742.0,163770669.0,168240403.0,172816517.0,177475986.0,182201962.0
Northern Mariana Islands,68434.0,68817.0,68499.0,67562.0,66143.0,64372.0,62235.0,59791.0,57343.0,55276.0,53860.0,53234.0,53314.0,53869.0,54541.0,55070.0
Norway,4490967.0,4513751.0,4538159.0,4564855.0,4591910.0,4623291.0,4660677.0,4709153.0,4768212.0,4828726.0,4889252.0,4953088.0,5018573.0,5079623.0,5137232.0,5195921.0
Oman,2239403.0,2272547.0,2323203.0,2385075.0,2448194.0,2506891.0,2553376.0,2593750.0,2652281.0,2762073.0,2943747.0,3210003.0,3545192.0,3906912.0,4236057.0,4490541.0
Pakistan,138250487.0,141282077.0,144271586.0,147251530.0,150267989.0,153356383.0,156524189.0,159767672.0,163096985.0,166520983.0,170043918.0,173669648.0,177392252.0,181192646.0,185044286.0,188924874.0
Palau,19174.0,19404.0,19575.0,19700.0,19805.0,19907.0,20012.0,20118.0,20227.0,20344.0,20470.0,20606.0,20756.0,20919.0,21097.0,21291.0
Panama,3028751.0,3086887.0,3144728.0,3202511.0,3260611.0,3319301.0,3378600.0,3438398.0,3498679.0,3559401.0,3620506.0,3681979.0,3743761.0,3805683.0,3867535.0,3929141.0
Papua New Guinea,5374051.0,5512835.0,5653284.0,5795571.0,5940048.0,6086905.0,6236158.0,6387470.0,6540267.0,6693799.0,6847517.0,7001172.0,7154870.0,7308864.0,7463577.0,7619321.0
Paraguay,5302703.0,5406625.0,5508615.0,5607948.0,5703742.0,5795493.0,5882797.0,5966160.0,6047131.0,6127847.0,6209877.0,6293763.0,6379162.0,6465669.0,6552518.0,6639123.0
Peru,25914875.0,26261363.0,26601463.0,26937737.0,27273188.0,27610406.0,27949958.0,28292768.0,28642048.0,29001563.0,29373644.0,29759891.0,30158768.0,30565461.0,30973148.0,31376670.0
Philippines,77932247.0,79604541.0,81294378.0,82971734.0,84596249.0,86141373.0,87592899.0,88965508.0,90297115.0,91641881.0,93038902.0,94501233.0,96017322.0,97571676.0,99138690.0,100699395.0
Poland,38258629.0,38248076.0,38230364.0,38204570.0,38182222.0,38165445.0,38141267.0,38120560.0,38125759.0,38151603.0,38042794.0,38063255.0,38063164.0,38040196.0,38011735.0,37999494.0
Portugal,10289898.0,10362722.0,10419631.0,10458821.0,10483861.0,10503330.0,10522288.0,10542964.0,10558177.0,10568247.0,10573100.0,10557560.0,10514844.0,10457295.0,10401062.0,10348648.0
Puerto Rico,3810605.0,3818774.0,3823701.0,3826095.0,3826878.0,3821362.0,3805214.0,3782995.0,3760866.0,3740410.0,3721526.0,3678736.0,3634487.0,3593079.0,3534888.0,3474182.0
Qatar,593453.0,613720.0,634388.0,668165.0,732096.0,836924.0,988448.0,1178955.0,1388962.0,1591151.0,1765513.0,1905437.0,2015624.0,2101288.0,2172065.0,2235355.0
Romania,22442971.0,22131970.0,21730496.0,21574326.0,21451748.0,21319685.0,21193760.0,20882982.0,20537875.0,20367487.0,20246871.0,20147528.0,20058035.0,19983693.0,19908979.0,19832389.0
Russian Federation,146596557.0,145976083.0,145306046.0,144648257.0,144067054.0,143518523.0,143049528.0,142805088.0,142742350.0,142785342.0,142849449.0,142960868.0,143201676.0,143506911.0,143819569.0,144096812.0
Rwanda,8021875.0,8329113.0,8539029.0,8686469.0,8828956.0,9008230.0,9231041.0,9481083.0,9750314.0,10024594.0,10293669.0,10556429.0,10817350.0,11078095.0,11341544.0,11609666.0
Samoa,174614.0,175567.0,176592.0,177677.0,178794.0,179928.0,181072.0,182238.0,183440.0,184700.0,186029.0,187434.0,188901.0,190390.0,191845.0,193228.0
San Marino,27420.0,27771.0,28142.0,28520.0,28891.0,29242.0,29568.0,29874.0,30160.0,30431.0,30690.0,30938.0,31172.0,31391.0,31595.0,31781.0
Sao Tome and Principe,137164.0,140003.0,143085.0,146357.0,149732.0,153146.0,156584.0,160064.0,163595.0,167196.0,170880.0,174646.0,178484.0,182386.0,186342.0,190344.0
Saudi Arabia,21392273.0,22007937.0,22668102.0,23357887.0,24055573.0,24745230.0,25419994.0,26083522.0,26742842.0,27409491.0,28090647.0,28788438.0,29496047.0,30201051.0,30886545.0,31540372.0
Senegal,9860578.0,10118078.0,10389457.0,10673320.0,10967016.0,11268994.0,11578430.0,11897230.0,12229703.0,12581624.0,12956791.0,13357003.0,13780108.0,14221041.0,14672557.0,15129273.0
Serbia,7516346.0,7503433.0,7496522.0,7480591.0,7463157.0,7440769.0,7411569.0,7381579.0,7350222.0,7320807.0,7291436.0,7234099.0,7199077.0,7164132.0,7130576.0,7098247.0
Seychelles,81131.0,81202.0,83700.0,82800.0,82500.0,82900.0,84600.0,85033.0,86956.0,87298.0,89770.0,87441.0,88303.0,89900.0,91400.0,92900.0
Sierra Leone,4060709.0,4220198.0,4422154.0,4647701.0,4870467.0,5071271.0,5243214.0,5391108.0,5521838.0,5647194.0,5775902.0,5908908.0,6043157.0,6178859.0,6315627.0,6453184.0
Singapore,4027887.0,4138012.0,4175950.0,4114826.0,4166664.0,4265762.0,4401365.0,4588599.0,4839396.0,4987573.0,5076732.0,5183688.0,5312437.0,5399162.0,5469724.0,5535002.0
Sint Maarten (Dutch part),30519.0,31189.0,32566.0,33790.0,35316.0,36934.0,38270.0,39462.0,40458.0,39133.0,35474.0,33435.0,34640.0,36607.0,37685.0,38817.0
Slovak Republic,5388720.0,5378867.0,5376912.0,5373374.0,5372280.0,5372807.0,5373054.0,5374622.0,5379233.0,5386406.0,5391428.0,5398384.0,5407579.0,5413393.0,5418649.0,5424050.0
Slovenia,1988925.0,1992060.0,1994530.0,1995733.0,1997012.0,2000474.0,2006868.0,2018122.0,2021316.0,2039669.0,2048583.0,2052843.0,2057159.0,2059953.0,2061980.0,2063768.0
Solomon Islands,412336.0,423535.0,434893.0,446352.0,457841.0,469306.0,480716.0,492075.0,503410.0,514767.0,526177.0,537648.0,549162.0,560685.0,572171.0,583591.0
Somalia,7385416.0,7610053.0,7827203.0,8039104.0,8251054.0,8466938.0,8686939.0,8909015.0,9132589.0,9356827.0,9581714.0,9806670.0,10033630.0,10268157.0,10517569.0,10787104.0
South Africa,44000000.0,44909738.0,45448096.0,46034026.0,46641103.0,47270063.0,47921682.0,48596781.0,49296223.0,50020918.0,50771826.0,51549958.0,52356381.0,53192216.0,54058647.0,54956920.0
South Sudan,6692999.0,6967817.0,7233237.0,7499695.0,7784488.0,8099908.0,8445659.0,8815495.0,9208598.0,9623176.0,10056475.0,10510122.0,10980623.0,11453810.0,11911184.0,12339812.0
Spain,40263216.0,40756001.0,41431558.0,42187645.0,42921895.0,43653155.0,44397319.0,45226803.0,45954106.0,46362946.0,46576897.0,46742697.0,46773055.0,46620045.0,46480882.0,46418269.0
Sri Lanka,18655000.0,18797000.0,18939000.0,19083000.0,19227000.0,19373000.0,19520000.0,19668000.0,19817000.0,19967000.0,20118000.0,20270000.0,20424000.0,20579000.0,20771000.0,20966000.0
St. Kitts and Nevis,45544.0,46216.0,46935.0,47681.0,48424.0,49139.0,49818.0,50465.0,51093.0,51717.0,52352.0,52998.0,53650.0,54301.0,54944.0,55572.0
St. Lucia,156949.0,158650.0,160218.0,161767.0,163462.0,165407.0,167656.0,170146.0,172729.0,175196.0,177397.0,179278.0,180890.0,182305.0,183645.0,184999.0
St. Martin (French part),28384.0,27782.0,27450.0,27363.0,27514.0,27906.0,28414.0,28905.0,29376.0,29820.0,30235.0,30615.0,30959.0,31264.0,31530.0,31754.0
St. Vincent and the Grenadines,107897.0,107989.0,108150.0,108354.0,108563.0,108749.0,108908.0,109049.0,109165.0,109255.0,109316.0,109341.0,109334.0,109327.0,109360.0,109462.0
Sudan,28079664.0,28805142.0,29569978.0,30365586.0,31176209.0,31990003.0,32809056.0,33637960.0,34470138.0,35297298.0,36114885.0,36918193.0,37712420.0,38515095.0,39350274.0,40234882.0
